period,period_label,series_id,series_name,value,unit,source,dataset_id,frequency,model_use,concept_note,aggregation,value_variable_code,value_variable_name,series_code,revision_reference
2023,2023,93406,Formacao bruta de capital fixo,1795909.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2000,2000,90707,PIB a precos de mercado,1199092.070940209,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2001,2001,90707,PIB a precos de mercado,1315755.4678309304,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2002,2002,90707,PIB a precos de mercado,1488787.255158369,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2003,2003,90707,PIB a precos de mercado,1717950.396424489,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2004,2004,90707,PIB a precos de mercado,1957751.2129625634,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2005,2005,90707,PIB a precos de mercado,2170584.503422134,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2006,2006,90707,PIB a precos de mercado,2409449.9220720525,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2007,2007,90707,PIB a precos de mercado,2720262.9378383216,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2008,2008,90707,PIB a precos de mercado,3109803.0890462855,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2009,2009,90707,PIB a precos de mercado,3333039.355422417,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2010,2010,90707,PIB a precos de mercado,3885847.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2011,2011,90707,PIB a precos de mercado,4376382.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2012,2012,90707,PIB a precos de mercado,4814760.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2013,2013,90707,PIB a precos de mercado,5331619.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2014,2014,90707,PIB a precos de mercado,5778953.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2015,2015,90707,PIB a precos de mercado,5995787.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2016,2016,90707,PIB a precos de mercado,6269328.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2017,2017,90707,PIB a precos de mercado,6585479.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2018,2018,90707,PIB a precos de mercado,7004141.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2019,2019,90707,PIB a precos de mercado,7389131.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2020,2020,90707,PIB a precos de mercado,7609597.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2021,2021,90707,PIB a precos de mercado,9012142.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2022,2022,90707,PIB a precos de mercado,10079676.693,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2023,2023,90707,PIB a precos de mercado,10943345.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:total:valor_corrente,Sistema de Contas Nacionais 2023
2000,2000,93404,Despesa de consumo das familias,754332.711508246,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2001,2001,93404,Despesa de consumo das familias,822655.8544001289,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2002,2002,93404,Despesa de consumo das familias,895614.4327528495,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2003,2003,93404,Despesa de consumo das familias,1035030.1683011958,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2004,2004,93404,Despesa de consumo das familias,1147361.7681947094,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2005,2005,93404,Despesa de consumo das familias,1277026.9828584273,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2006,2006,93404,Despesa de consumo das familias,1411686.2794611938,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2007,2007,93404,Despesa de consumo das familias,1585632.3035661874,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2008,2008,93404,Despesa de consumo das familias,1809793.9711751866,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2009,2009,93404,Despesa de consumo das familias,2011763.0546221174,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2010,2010,93404,Despesa de consumo das familias,2278735.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2011,2011,93404,Despesa de consumo das familias,2573419.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2012,2012,93404,Despesa de consumo das familias,2883929.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2013,2013,93404,Despesa de consumo das familias,3213817.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2014,2014,93404,Despesa de consumo das familias,3555352.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2015,2015,93404,Despesa de consumo das familias,3747870.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2016,2016,93404,Despesa de consumo das familias,3939208.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2017,2017,93404,Despesa de consumo das familias,4156152.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2018,2018,93404,Despesa de consumo das familias,4423548.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2019,2019,93404,Despesa de consumo das familias,4705528.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2020,2020,93404,Despesa de consumo das familias,4700085.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2021,2021,93404,Despesa de consumo das familias,5415523.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2022,2022,93404,Despesa de consumo das familias,6356657.665000001,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2023,2023,93404,Despesa de consumo das familias,6886025.570240398,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:consumo_familias:valor_corrente,Sistema de Contas Nacionais 2023
2000,2000,93406,Formacao bruta de capital fixo,219487.66459176427,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2001,2001,93406,Formacao bruta de capital fixo,242336.98020158752,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2002,2002,93406,Formacao bruta de capital fixo,266883.7375726241,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2003,2003,93406,Formacao bruta de capital fixo,285261.52566096914,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2004,2004,93406,Formacao bruta de capital fixo,339087.07796384185,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2005,2005,93406,Formacao bruta de capital fixo,370218.8749492157,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2006,2006,93406,Formacao bruta de capital fixo,414673.5495242496,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2007,2007,93406,Formacao bruta de capital fixo,489532.0260700399,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2008,2008,93406,Formacao bruta de capital fixo,602845.577257331,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2009,2009,93406,Formacao bruta de capital fixo,636675.778985953,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2010,2010,93406,Formacao bruta de capital fixo,797946.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2011,2011,93406,Formacao bruta de capital fixo,901927.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2012,2012,93406,Formacao bruta de capital fixo,997460.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2013,2013,93406,Formacao bruta de capital fixo,1114944.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2014,2014,93406,Formacao bruta de capital fixo,1148453.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2015,2015,93406,Formacao bruta de capital fixo,1069397.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2016,2016,93406,Formacao bruta de capital fixo,973271.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2017,2017,93406,Formacao bruta de capital fixo,958779.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2018,2018,93406,Formacao bruta de capital fixo,1057409.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2019,2019,93406,Formacao bruta de capital fixo,1143185.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2020,2020,93406,Formacao bruta de capital fixo,1260227.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2021,2021,93406,Formacao bruta de capital fixo,1614782.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2022,2022,93406,Formacao bruta de capital fixo,1794223.009,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2023,2023,93406,Formacao bruta de capital fixo,1795909.5695337,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
